respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,sigma_u,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
537,76,Male,No religion,Married,No,None,2,NA,,20260909002,-3.33414,-0.828853,-0.784491,-1.35859,-2.94857,-0.253441,-0.113705,0.0620933,-0.0435681,-0.152867,2.0702,0.555583,-0.0230519,0.435069,2.42426,3.2243,0.607911,0.863377,1.028,2.52395,-0.0150236,0.0229426,0.021223,0.237444,-0.320082,-1.09012,-1.688,-3.94814,-0.0282676
538,29,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-3.39962,-1.05225,-0.819761,-1.84568,-3.14353,-0.168167,0.151435,0.207961,0.490283,0.289877,2.23323,0.586218,0.00282297,0.642431,2.28184,3.41386,0.803206,0.875354,1.25341,2.65817,-0.0162206,0.0230322,0.0778819,0.254275,-0.235387,-1.09752,-1.66567,-3.91987,-0.0613472
539,24,Male,Christian,Single,No,None,2,NA,,20260909002,-2.87918,-0.670337,-0.484018,-1.07387,-2.98685,-0.459694,0.0322745,0.0349015,0.0896469,0.0707516,1.67367,0.16796,-0.12734,0.090643,2.02305,2.97398,0.440342,0.636597,0.8371,2.67207,-0.0162871,0.0215588,0.0228934,0.241934,-0.286207,-1.13197,-1.63371,-3.96988,-0.0741856
540,40,Female,Christian,Married,No,Had COVID,4,NA,,20260909002,-3.03357,-0.660668,-0.592035,-1.01716,-2.63901,-0.297675,-0.0309245,-0.0810558,0.0264348,-0.0922424,1.7796,0.265763,-0.0911462,0.00595848,1.88468,2.97172,0.402648,0.800468,0.654589,2.23961,-0.0152923,0.0223354,0.0152277,0.220109,-0.295562,-1.05037,-1.61109,-3.9155,-0.0581221
541,40,Female,Christian,Single,No,Had COVID,2,NA,,20260909002,-3.55679,-1.06114,-0.755255,-1.56226,-3.61935,-0.188627,-0.100815,-0.00356133,0.161923,-0.120909,2.344,0.702149,-0.0472412,0.44568,2.72445,3.38388,0.891695,0.911574,1.13082,3.38102,-0.0161948,0.0225853,-0.0218583,0.235024,-0.244217,-1.11324,-1.6396,-3.96617,-0.0631712
542,54,Male,No religion,Single,Yes,None,2,NA,,20260909002,-3.14075,-0.867234,-0.768567,-1.41288,-2.86263,-0.53346,-0.17455,-0.015743299999999998,-0.0251427,0.0874042,2.14617,0.526256,0.181528,0.522478,1.92077,3.0885,0.580205,0.955859,0.866567,2.31642,-0.0149856,0.0219702,0.0103986,0.238889,-0.292985,-1.02623,-1.60088,-3.85575,-0.0257225
543,50,Female,Christian,Divorced,No,None,1,NA,,20260909002,-3.39647,-0.909095,-0.740368,-1.35593,-3.37046,-0.395294,-0.0867368,-0.0213284,-0.097465,-0.106886,2.19277,0.427098,-0.0561696,0.379079,2.48555,3.36796,0.672063,0.928277,0.963313,3.08145,-0.0151964,0.0232286,0.0187685,0.275288,-0.297682,-1.12625,-1.62911,-3.89083,-0.0455154
544,75,Male,Christian,Married,No,Bereaved,2,NA,,20260909002,-3.45701,-1.03004,-0.735738,-1.27466,-3.41749,-0.287936,-0.0593327,-0.0826959,-0.190608,0.22302,2.02029,0.667982,0.108855,0.37961,2.46477,3.15482,0.587211,0.772146,0.853785,2.65666,-0.0153999,0.0231033,0.0389583,0.274419,-0.31046,-1.11886,-1.70196,-3.91992,-0.0453395
545,69,Male,No religion,Divorced,No,None,4,NA,,20260909002,-3.1464,-0.786009,-0.632062,-1.12547,-3.10747,-0.434026,-0.1982,-0.076037,-0.0844027,-0.183497,1.71004,0.267444,-0.0288432,-0.0331244,2.2568,3.11529,0.62025,0.880815,0.754222,2.8934,-0.0149252,0.0225868,-0.00767906,0.214834,-0.310015,-1.08816,-1.66427,-3.88645,-0.0556253
546,58,Male,No religion,Married,No,None,3,NA,,20260909002,-3.58967,-1.23071,-0.863643,-1.47224,-3.48402,-0.135257,0.0979365,0.13127,0.122816,0.303544,2.31261,0.940862,0.107222,0.391539,2.56621,3.37574,0.754173,0.895572,1.01198,2.85601,-0.0155035,0.0233197,0.00811053,0.266692,-0.301094,-1.07506,-1.70024,-3.94943,-0.0832508
547,24,Male,Muslim,Single,No,None,2,NA,,20260909002,-3.20883,-0.855427,-0.669116,-1.13801,-3.01305,-0.188361,-0.0300482,0.0554597,-0.0758003,-0.297602,2.29446,0.69161,0.0174646,0.525578,2.64509,2.7814,0.29522,0.723824,0.641275,2.31546,-0.0158979,0.0215929,0.0423526,0.31045,-0.237007,-1.07518,-1.59292,-3.80607,-0.0302435
548,70,Male,Christian,Divorced,No,None,4,NA,,20260909002,-3.4409,-0.969804,-0.840639,-1.56775,-3.17131,-0.0586903,-0.0260544,0.0555422,0.302372,0.157358,2.09737,0.609013,0.13038,0.47091,2.37019,3.27733,0.719047,0.853037,1.01971,2.70402,-0.0154298,0.0217061,0.00701053,0.222536,-0.250166,-0.975846,-1.64562,-3.95007,-0.0472906
549,22,Male,No religion,Single,No,Long COVID,4,NA,,20260909002,-3.56762,-1.03573,-0.827645,-1.3571,-3.25258,-0.255327,0.0327917,0.121156,0.0242162,0.213606,2.33643,0.674365,0.0379068,0.467372,2.46294,3.58744,0.690636,0.942157,1.00524,2.83408,-0.0160094,0.0221321,0.0532465,0.263773,-0.343009,-1.14143,-1.66931,-3.9356,-0.0202789
550,44,Male,Muslim,Single,Yes,None,3,NA,,20260909002,-3.119,-0.752563,-0.528742,-1.2166,-2.9363,-0.307746,-0.128471,-0.0140615,-0.0481952,-0.125726,2.16875,0.53695,-0.23774699999999999,0.396993,2.1025,2.97954,0.426215,0.596296,0.855823,2.49872,-0.015943,0.0227268,0.00454189,0.28097,-0.290639,-1.06583,-1.64693,-3.90364,-0.053012
551,52,Male,Christian,Married,Yes,None,1,NA,,20260909002,-3.50779,-1.08402,-0.854235,-1.5372,-3.25634,-0.165638,-0.0862971,0.0287695,-0.110284,-0.0834258,2.28354,0.805199,0.0120732,0.618997,2.71742,3.26114,0.754246,0.908421,1.18056,2.67037,-0.0164208,0.0223744,0.07135,0.28712,-0.263763,-1.09509,-1.71183,-4.01369,-0.032726
552,46,Female,Christian,Married,No,Long COVID,3,NA,,20260909002,-3.35985,-1.07581,-0.937373,-1.47645,-3.20899,-0.168896,0.0703372,0.0959242,0.0991187,0.107423,2.21012,0.825617,0.186734,0.505606,2.51251,3.21835,0.801969,1.03191,1.23395,2.86613,-0.0156312,0.0214601,0.050442,0.292072,-0.268355,-1.06432,-1.66474,-3.90789,-0.113737
553,28,Male,No religion,Single,No,None,3,NA,,20260909002,-3.48781,-0.980452,-0.75176,-1.26721,-3.25893,-0.347735,-0.141674,-0.0578797,-0.269332,-0.434165,2.51807,0.932232,0.0722107,0.730573,2.7794,3.35807,0.7539,0.898975,1.02735,3.27141,-0.0163308,0.0226997,0.00908089,0.282054,-0.269986,-1.10281,-1.70045,-4.0266,-0.0919768
554,34,Male,Christian,Single,Yes,None,1,5,Institutional Trust and Technocratic Governance,20260909002,-3.49492,-1.02511,-0.809808,-1.40899,-3.18099,-0.234588,-0.0880921,-0.0199184,-0.169776,-0.0664296,2.16752,0.540927,-0.00626288,0.439055,2.11504,3.29027,0.670696,0.8037,1.07003,2.58135,-0.0145414,0.0224418,0.0366719,0.265033,-0.306258,-1.10448,-1.69757,-3.94968,-0.0859821
555,77,Female,No religion,Married,No,Had COVID,2,NA,,20260909002,-3.30205,-0.881937,-0.716243,-1.51401,-3.3615,-0.237823,0.0168602,0.0601297,0.0722244,0.0815997,2.0604,0.592248,-0.0237824,0.496693,2.55794,3.10078,0.653363,0.810759,0.992498,2.99243,-0.0161517,0.0230369,0.093592,0.352465,-0.234916,-1.02905,-1.6881,-4.01899,-0.0482311
556,61,Female,Christian,Divorced,No,Had COVID,2,2,Libertarianism,20260909002,-3.4692,-0.87219,-0.729514,-1.34799,-2.97927,-0.341468,-0.167975,-0.0124623,-0.0868788,-0.384933,2.1006,0.562396,-0.0431587,0.257922,2.61809,3.2658,0.622753,0.737681,1.06628,2.74602,-0.0153944,0.0227101,0.0190351,0.322905,-0.346758,-1.16006,-1.74709,-4.0039,-0.0945313
557,44,Female,No religion,Married,Yes,None,2,NA,,20260909002,-3.29834,-0.853199,-0.789985,-1.30738,-2.86186,-0.285193,-0.0718198,-0.00632314,0.0650739,-0.0917735,1.97209,0.413342,0.00194957,0.110965,2.22341,3.2358,0.635234,0.935778,0.942242,2.43937,-0.0154706,0.0218319,0.0361996,0.213372,-0.267437,-0.973934,-1.65664,-3.88375,-0.053116
558,20,Male,No religion,Divorced,No,Had COVID,3,NA,,20260909002,-3.34724,-0.934294,-0.806199,-1.31742,-3.17014,-0.484001,-0.180189,-0.0538716,-0.0796072,-0.263184,2.37489,0.695184,0.0949592,0.486614,2.45148,3.42249,0.825895,0.990131,0.874957,3.07625,-0.0158938,0.0224751,0.0486159,0.246432,-0.235374,-1.02497,-1.65488,-3.82817,-0.0650794
559,54,Male,Other religion,Widowed,No,None,4,NA,,20260909002,-3.48135,-1.01405,-0.896564,-1.42835,-3.19022,-0.0394592,0.148903,0.285177,0.2611,0.0124005,2.189,0.645742,0.0430893,0.328209,2.38108,3.22553,0.561598,0.740295,0.660834,2.73801,-0.0164888,0.0224962,0.0121161,0.210804,-0.332964,-1.04887,-1.70814,-4.05815,-0.0676257
560,59,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-3.43092,-0.976337,-0.995298,-1.48069,-3.13436,-0.165776,0.0327542,0.110678,-0.00170268,0.060035,2.23129,0.66565,0.288666,0.489899,2.36515,3.34807,0.760034,1.06292,1.16318,2.73872,-0.0148088,0.0204017,0.00345865,0.21639,-0.270794,-0.984448,-1.64908,-3.89426,-0.0519555
561,19,Female,No religion,Single,No,None,1,4,Conspiracy Ideation,20260909002,-3.43003,-1.00496,-0.890177,-1.49727,-3.18328,-0.320852,-0.109323,-0.0122853,-0.0722636,-0.00459222,2.21115,0.592254,0.205494,0.452383,2.27769,3.3749,0.833206,1.00755,1.17552,2.73281,-0.0158585,0.0224952,0.0279344,0.258711,-0.251085,-1.08702,-1.65184,-3.9428,-0.0546882
562,57,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-3.27933,-0.955602,-0.704752,-1.34349,-3.24741,-0.0984193,0.0482594,0.00309916,-0.00726079,-0.0253823,2.12185,0.699257,0.0830544,0.387297,2.47471,3.09311,0.746376,0.842696,0.938159,2.85025,-0.0160956,0.0214933,0.0350749,0.330338,-0.27756,-1.04802,-1.64338,-3.94096,-0.03868
563,20,Female,Not answered,Single,No,Had COVID,2,NA,,20260909002,-3.34952,-0.796503,-0.705732,-1.30698,-2.94965,-0.213037,-0.0871409,-0.0350595,-0.0890549,0.0110849,2.13739,0.338181,-0.051487,0.332569,2.36219,3.1656,0.570932,0.849075,1.05715,2.63638,-0.014968,0.0225954,-2.97511e-4,0.243974,-0.379807,-1.16728,-1.70137,-3.99712,-0.0209912
564,66,Female,Not answered,Married,No,Bereaved,3,NA,,20260909002,-3.31612,-0.896062,-0.789366,-1.09562,-3.22744,-0.256872,-0.108797,-0.00531814,-0.0798495,-0.240553,2.16888,0.570586,0.0736146,0.160279,2.53424,3.07548,0.606663,0.974154,0.769072,3.1358,-0.0153952,0.0220357,-0.0167555,0.193994,-0.316812,-1.05737,-1.69373,-3.94991,-0.121463
565,42,Female,Not answered,Widowed,No,Had COVID,1,NA,,20260909002,-3.51867,-1.02593,-0.916321,-1.44076,-3.2538299999999998,-0.264942,-0.0512543,0.0386142,-0.0184054,-0.136437,2.28259,0.797203,0.282603,0.586605,2.87588,3.28568,0.565267,0.890111,0.940566,2.80016,-0.0160275,0.0218506,0.0893573,0.277016,-0.26921,-1.0897,-1.70609,-4.01931,-0.0240039
566,31,Male,Muslim,Married,Yes,Bereaved,4,NA,,20260909002,-3.47381,-1.12109,-0.794056,-1.45261,-3.73081,-0.188766,-0.0299447,-0.0138098,-0.0764551,-0.105205,2.14464,0.681789,0.141239,0.527154,2.93951,3.41271,1.02573,1.00011,1.23115,3.51899,-0.0163779,0.0220925,0.00351837,0.226687,-0.241264,-1.08336,-1.66742,-3.98548,-0.0504267
567,33,Male,Christian,Married,Yes,None,3,NA,,20260909002,-3.12627,-0.658848,-0.711611,-1.34166,-3.21531,-0.485416,-0.319379,-0.120372,-0.196964,-0.0403683,1.91832,0.353643,0.00760988,0.386668,2.26332,3.03767,0.504409,0.835585,0.87647,2.72853,-0.0146185,0.0226713,0.0135648,0.186734,-0.245935,-1.00886,-1.6177,-3.89129,-0.0514542
568,35,Male,No religion,Single,No,None,3,5,Institutional Trust and Technocratic Governance,20260909002,-3.52538,-0.88788,-0.745953,-1.31137,-3.29688,-0.234506,-0.208836,-0.0747382,-0.16906,-0.19291,2.34806,0.73019,0.0122654,0.311183,2.58843,3.37567,0.658014,0.865021,0.93825,3.06473,-0.0163074,0.0241991,0.0183285,0.25878,-0.255319,-1.05801,-1.7418,-4.09247,-0.0351843
569,63,Female,Christian,Married,No,None,2,NA,,20260909002,-3.38872,-0.8996,-0.754552,-1.41721,-3.42394,-0.245025,-0.061706,0.0115356,0.081625,-0.00471391,2.1082,0.518626,0.0840634,0.237772,2.44884,3.11644,0.420239,0.749649,0.920962,2.76226,-0.0161581,0.0228568,0.0682313,0.294381,-0.239955,-1.03977,-1.68054,-3.89341,-0.0366807
570,23,Male,Christian,Single,No,Had COVID,4,NA,,20260909002,-3.3967,-1.04808,-0.795848,-1.45445,-3.388,-0.294145,0.0306868,0.0138183,0.0555381,0.140886,2.00101,0.498044,0.0100625,0.299401,2.51155,3.21612,0.753684,0.838599,1.03219,3.06876,-0.0157459,0.0212254,-0.00950996,0.266348,-0.266413,-1.04993,-1.64263,-3.892,-0.046376
571,77,Male,Christian,Widowed,No,None,4,NA,,20260909002,-3.36852,-0.852847,-0.873324,-1.46228,-3.20049,-0.392356,-0.31862,0.030836,-0.00144365,-0.370261,2.22985,0.610172,0.182767,0.428882,2.68329,3.22653,0.572625,0.940403,1.09675,2.86856,-0.0146161,0.0219254,-0.00838323,0.194126,-0.2624,-1.12451,-1.70078,-3.99914,-0.0525594
572,36,Female,Christian,Married,Yes,None,3,NA,,20260909002,-3.53064,-1.06683,-0.770876,-1.58152,-3.07887,-0.319835,-0.112787,-0.117322,0.0154054,-0.182149,2.03847,0.464278,0.0141496,0.386139,2.21991,3.31,0.773306,0.942549,1.21455,2.82495,-0.0154966,0.0223111,0.0378397,0.282942,-0.325296,-1.09853,-1.73667,-3.91932,-0.0594027
573,28,Male,No religion,Married,No,Had COVID,4,NA,,20260909002,-3.38531,-0.813145,-0.570736,-1.22122,-2.76977,-0.281091,-0.19254,-0.0948709,-0.201279,-0.334346,2.16047,0.521254,-0.0738797,0.335888,2.26414,3.26136,0.678344,0.735749,0.861756,2.48648,-0.0163012,0.0226248,0.0400703,0.273849,-0.333911,-1.07918,-1.65534,-3.95357,-0.0420697
574,30,Female,Christian,Single,No,None,3,NA,,20260909002,-3.20883,-0.855427,-0.669116,-1.13801,-3.01305,-0.188361,-0.0300482,0.0554597,-0.0758003,-0.297602,2.29446,0.69161,0.0174646,0.525578,2.64509,2.7814,0.29522,0.723824,0.641275,2.31546,-0.0158979,0.0215929,0.0423526,0.31045,-0.237007,-1.07518,-1.59292,-3.80607,-0.0302435
575,31,Female,No religion,Single,No,None,2,5,Institutional Trust and Technocratic Governance,20260909002,-3.32636,-0.928152,-0.910044,-1.3244,-3.36084,-0.221298,-0.108289,0.0618997,-0.0640668,-0.125628,2.18727,0.570118,0.159521,0.200827,2.70107,2.93606,0.419993,0.966379,0.754659,2.7328,-0.015318,0.0209018,-0.00744553,0.290245,-0.259878,-1.03348,-1.62654,-3.79765,-0.0341949
576,62,Female,Not answered,Single,No,Bereaved,1,NA,,20260909002,-3.25129,-0.779911,-0.672682,-1.16691,-2.93278,-0.342811,-0.214079,-0.016436,-0.0251211,-0.0954357,2.19509,0.609056,0.00288302,0.376351,2.3965,3.19909,0.556235,0.755484,0.677778,2.49881,-0.0178081,0.0231086,0.0831299,0.258128,-0.298679,-1.06758,-1.70124,-3.92296,-0.0401079
577,61,Female,No religion,Married,No,None,2,NA,,20260909002,-3.10387,-0.868111,-0.727426,-1.32814,-3.24809,-0.358571,-0.192097,-0.0345438,0.108873,0.102639,1.84981,0.56208,-0.0600719,0.227299,2.42549,3.01951,0.62433,0.770058,0.895693,2.79787,-0.0148114,0.023495,0.0530772,0.238076,-0.253043,-1.03982,-1.73565,-3.98032,-0.0374087
578,49,Male,Not answered,Single,Yes,None,1,NA,,20260909002,-3.3845,-0.962026,-0.864133,-1.58345,-3.42418,-0.285272,-0.141252,0.081025,0.0726227,-0.0789128,2.08556,0.635991,0.21668,0.519667,2.64578,3.29541,0.725742,0.992418,1.17683,3.04931,-0.0156067,0.0211704,0.0356585,0.23442,-0.315294,-1.05332,-1.63289,-3.83155,-0.024711
579,82,Female,No religion,Married,Yes,Had COVID,2,NA,,20260909002,-3.56894,-1.0345,-0.657898,-1.51492,-3.48872,-0.293026,-0.15642,-0.0954477,0.130642,-0.166224,2.25706,0.762564,-0.0437863,0.496999,2.92324,3.50593,0.875744,0.781261,1.12681,3.18505,-0.016138,0.0229715,-0.0261166,0.225449,-0.295568,-1.15237,-1.67693,-3.92539,-0.122574
580,20,Male,Christian,Single,No,None,3,NA,,20260909002,-3.33345,-0.851665,-0.778928,-1.1272,-3.53413,-0.0473592,0.00749306,0.021168,-0.0475461,-0.00373043,2.14076,0.578043,0.178438,0.385986,2.76669,3.08428,0.546955,1.01938,0.814657,2.95317,-0.0154432,0.0234178,0.0605981,0.220414,-0.303386,-1.20871,-1.67791,-4.05493,-0.107983
581,54,Female,Christian,Married,Yes,None,4,NA,,20260909002,-3.56489,-1.01491,-0.777389,-1.51132,-3.59852,-0.24954,-0.0989553,-0.0135402,0.0115004,0.0628405,2.33781,0.811248,0.0328157,0.514762,2.99903,3.33051,0.659899,0.874281,1.11657,2.98799,-0.0161967,0.0229218,0.0454469,0.287719,-0.286244,-1.08474,-1.76172,-4.10911,-0.0482865
582,29,Male,Christian,Single,No,None,3,NA,,20260909002,-3.01035,-0.638323,-0.678836,-1.20581,-2.91538,-0.431518,-0.277521,-0.0678851,-0.10337,-0.142541,1.71973,0.322351,-0.0423544,0.199535,2.32318,3.12787,0.528574,0.77649,0.794112,2.68929,-0.0152779,0.0224407,0.100881,0.29164,-0.289824,-1.11523,-1.72533,-4.02311,-0.0595589
583,74,Female,Hindu,Married,No,None,3,NA,,20260909002,-3.30279,-0.835063,-0.690887,-1.31703,-2.9585,-0.355704,-0.246801,-0.0201084,-0.0841651,-0.102806,1.97759,0.466785,0.00813082,0.213924,2.08755,3.0449,0.550011,0.775588,0.909662,2.55879,-0.0154644,0.0223021,0.0106025,0.209719,-0.254685,-1.12172,-1.65904,-3.96455,-0.0690022
584,48,Male,No religion,Married,Yes,Had COVID,4,NA,,20260909002,-3.41101,-0.880099,-0.713188,-1.28912,-3.19137,-0.255544,-0.0367066,-0.093169,0.0376148,0.149763,2.25057,0.619519,0.113729,0.316597,2.4767,3.17406,0.568048,0.825346,0.718283,2.53711,-0.015314,0.0220647,0.0202196,0.215052,-0.277556,-1.04091,-1.65454,-3.92393,-0.0558493
585,57,Male,No religion,Single,No,None,1,NA,,20260909002,-3.44867,-0.900263,-0.629266,-1.34248,-3.07729,-0.146423,0.0183456,-0.024866,0.073229,0.0567567,2.11353,0.545014,0.00227772,0.444972,2.2887,3.18689,0.564778,0.814795,0.861849,2.69858,-0.015482,0.0223165,0.0167246,0.220943,-0.275519,-1.09993,-1.68097,-4.00944,-0.0926722
586,58,Female,Christian,Divorced,No,Had COVID,4,1,Scientific Rationalism,20260909002,-3.38221,-0.99052,-0.823752,-1.27293,-3.14125,-0.187755,-0.101417,0.122066,-0.138961,0.0660802,2.20856,0.73412,0.0884435,0.377553,2.13747,3.26164,0.760437,0.818842,0.915415,2.63837,-0.0160344,0.0224322,0.0762076,0.240682,-0.249293,-1.03906,-1.65707,-3.93535,-0.00438007
587,34,Female,No religion,Single,Yes,None,1,NA,,20260909002,-3.17486,-0.773527,-0.58486,-1.21559,-2.90166,-0.25724,-0.147233,-0.0440493,-0.129895,-0.109587,2.00648,0.499423,-0.259207,0.123272,2.02185,3.03276,0.555929,0.685841,0.743356,2.47579,-0.015614,0.0234342,0.0764664,0.280513,-0.287675,-1.051,-1.64466,-3.89124,-0.0421953
588,31,Female,Christian,Divorced,No,Bereaved,2,NA,,20260909002,-3.58924,-1.02595,-0.764444,-1.19102,-3.37255,-0.2515,-0.164222,0.021869,-0.161651,-0.170918,2.35863,0.784619,0.159272,0.398129,2.61712,3.40113,0.747741,0.790665,0.892928,2.81315,-0.0147588,0.0231866,0.00807581,0.244459,-0.262772,-1.14306,-1.65069,-3.89017,-0.0822289
589,77,Male,Not answered,Married,No,None,1,NA,,20260909002,-3.50978,-0.916864,-0.829934,-1.44654,-3.09492,-0.166003,-0.0648766,0.0826511,-0.0695794,-0.0284654,2.11663,0.510687,0.00777696,0.304358,2.30801,3.03072,0.349475,0.772536,0.865002,2.37734,-0.0149482,0.0221461,0.00323893,0.253341,-0.307924,-0.982012,-1.70353,-3.89731,-0.0420376
590,75,Female,Christian,Married,No,Bereaved,3,NA,,20260909002,-3.47473,-1.07961,-0.859531,-1.35588,-3.16554,-0.196015,-0.0584921,0.0441461,-0.127346,0.0108608,2.2153,0.669717,0.0813019,0.284603,2.21871,3.08283,0.604995,0.785792,0.88746,2.4885100000000002,-0.0155401,0.0213727,0.0569257,0.260344,-0.296251,-1.03323,-1.6623000000000001,-3.97917,-0.0140959
591,67,Female,Christian,Widowed,Yes,None,1,NA,,20260909002,-3.62593,-1.06522,-0.997441,-1.6082,-3.35305,-0.177986,-0.0543816,0.143346,0.19666,-0.065475,2.26622,0.635804,0.0407278,0.366132,2.51476,3.36328,0.758079,0.961218,0.937043,2.98927,-0.0143952,0.021469,0.0212463,0.271668,-0.26827,-1.01585,-1.67397,-3.90916,-0.0564139
592,29,Male,Christian,Single,No,None,2,5,Institutional Trust and Technocratic Governance,20260909002,-3.45778,-0.822694,-0.970721,-1.31624,-3.37596,-0.323596,-0.188238,0.071567,0.0530752,-0.0962721,2.1885,0.554935,0.22019,0.160349,2.49942,3.2078,0.490759,0.848284,0.676045,2.99302,-0.0152237,0.0233671,0.0233883,0.268735,-0.348027,-1.0755,-1.72757,-3.9788,-0.0733832
593,37,Female,Hindu,Married,Yes,None,4,NA,,20260909002,-3.55238,-0.883228,-0.57616,-1.21176,-3.02969,-0.109118,0.0776863,0.00295971,-0.0809315,0.00619136,2.21631,0.438491,-0.144643,0.323512,2.17708,3.42705,0.634937,0.723077,0.837907,2.87578,-0.0173421,0.0228865,-0.00446679,0.301786,-0.271504,-1.14772,-1.61801,-3.93039,-0.07571
594,27,Female,Christian,Married,Yes,Had COVID,1,NA,,20260909002,-3.35878,-1.01666,-0.812138,-1.3212,-3.00358,-0.336702,-0.101853,-0.0933725,-0.133011,-0.287127,2.08477,0.624712,0.13758600000000001,0.274827,2.36962,3.35871,0.757013,0.889539,0.958357,2.87699,-0.0154528,0.0224489,0.0586075,0.275265,-0.307197,-1.04545,-1.683,-3.91353,-0.0194299
595,34,Female,No religion,Single,No,Had COVID,3,4,Conspiracy Ideation,20260909002,-3.26862,-0.844754,-0.700763,-1.42627,-2.98357,-0.127817,0.023637,0.0689482,0.104952,0.133233,1.87114,0.533715,-0.0331947,0.447399,2.31272,3.20547,0.616353,0.944724,1.06522,2.3951,-0.015052,0.0223637,0.0273978,0.216539,-0.283171,-1.05002,-1.62625,-3.93253,-0.0879281
596,52,Male,No religion,Married,Yes,Had COVID,4,NA,,20260909002,-3.52937,-1.02225,-0.693007,-1.21336,-3.30193,-0.211809,-0.0674341,-0.0558615,-0.0667113,-0.0100122,2.21706,0.627844,-0.111692,0.269276,2.55513,3.30284,0.646589,0.810866,0.841697,2.86703,-0.0158423,0.0224526,0.0038587,0.216548,-0.264992,-1.07332,-1.68595,-3.89425,-0.0657609
597,57,Female,Christian,Married,No,Bereaved,3,NA,,20260909002,-3.31041,-0.940925,-0.628728,-1.26913,-3.64859,-0.184481,0.0127302,-0.0308612,0.0634346,-0.0166184,1.86253,0.605299,-0.0268138,0.184805,2.80616,3.17532,0.553165,0.8373,0.887056,3.12912,-0.0167833,0.0227464,0.0656002,0.177238,-0.296537,-1.07678,-1.64549,-3.95655,-0.0320492
598,40,Male,No religion,Married,No,None,1,NA,,20260909002,-3.27291,-0.881958,-0.838306,-1.27389,-3.32738,-0.374322,-0.121227,0.0916228,-0.207975,-0.0560423,2.12894,0.369731,-0.0382228,0.226345,2.18251,3.18015,0.636969,0.911272,0.893512,3.00214,-0.0155283,0.0218381,0.0348319,0.246427,-0.278723,-0.987077,-1.65933,-3.8961,-0.0323564
599,86,Male,No religion,Married,No,Had COVID,1,NA,,20260909002,-3.3921,-1.05449,-0.752492,-1.31009,-3.24673,-0.326202,-0.0742559,0.0577047,-0.198574,-0.379043,2.08599,0.637579,-0.0691818,0.403627,2.7805,3.31764,0.826666,0.767312,0.720454,2.97865,-0.014968,0.0228544,0.04893,0.271833,-0.278642,-1.09179,-1.70047,-3.97569,-0.0427255
600,50,Female,Christian,Married,Yes,None,1,NA,,20260909002,-3.5377,-1.01577,-0.870576,-1.44516,-3.39056,-0.43238,-0.329354,-0.00932104,-0.195829,-4.67356e-4,2.2981,0.68625,0.0915398,0.383122,2.48791,3.25295,0.725845,0.947934,0.936092,3.02629,-0.0168288,0.0219658,0.00624984,0.218298,-0.246541,-1.0054,-1.63898,-3.90435,-0.0337557
601,51,Female,Not answered,Married,No,Bereaved,1,NA,,20260909002,-3.69341,-1.19361,-0.950218,-1.61393,-3.5749,0.0043051,0.185446,0.101079,0.28316,0.220808,2.5126,0.949138,0.210254,0.671705,2.96939,3.37014,0.60221,0.936049,0.903636,2.99391,-0.0162479,0.0220323,0.0485152,0.257148,-0.254889,-1.03745,-1.6754,-3.83798,-0.0635841
602,49,Male,Christian,Married,No,None,3,NA,,20260909002,-3.20275,-0.781994,-0.768516,-1.49232,-3.13344,-0.228062,-0.0721614,0.043569,0.0475333,-0.104221,2.17085,0.441824,0.11341,0.492449,2.57362,2.96738,0.558377,0.790118,1.08071,2.82561,-0.0157952,0.0225258,0.0546139,0.279907,-0.284528,-1.05619,-1.61051,-3.91559,-0.0425796
603,22,Female,Christian,Married,No,Bereaved,3,NA,,20260909002,-3.24419,-0.763861,-0.507796,-1.23826,-3.27613,-0.35872,-0.183558,-0.0728652,-0.121915,-0.168383,2.24114,0.609705,-0.0583181,0.455147,2.83701,3.26701,0.692196,0.810948,1.05047,3.22142,-0.0165754,0.0225774,0.0832713,0.248038,-0.270977,-1.12334,-1.57164,-3.90057,-0.0360383
