respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
657,51,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-10.34,-1.00971,-9.62235,-1.97413,-10.7134,-0.0599728,-0.0529215,0.145577,0.153208,-0.163109,1.37059,0.65607,0.598373,0.811885,1.90489,2.01493,0.523578,1.30402,1.13427,1.86994,8.16862,-0.197979,-0.117854,-0.265898,-0.640052,-1.39036,-3.13217,-0.179991
658,40,Female,No religion,Single,No,None,4,NA,,20260909002,-10.24,-0.859807,-9.73026,-1.99735,-10.94,-0.352609,-0.224691,0.0178792,-0.0599495,-0.302853,1.10722,0.632499,0.616001,0.836944,1.96518,1.85517,0.53904,1.31893,1.33729,2.02477,8.42004,-0.175706,-0.0582183,-0.210405,-0.627989,-1.35875,-3.07696,-0.205436
659,36,Male,Christian,Married,Yes,None,1,NA,,20260909002,-8.80554,-0.837356,-8.34228,-1.88174,-9.56694,-0.212976,-0.066485,0.184627,0.0166735,-0.155526,0.784917,0.322486,0.468121,0.690654,1.6938,1.80007,0.495396,1.20588,1.19974,2.08554,7.01596,-0.204766,-0.106848,-0.280302,-0.690621,-1.40399,-3.21568,-0.18369
660,34,Female,Christian,Divorced,No,None,4,NA,,20260909002,-8.55887,-0.855672,-7.9384,-1.89848,-9.33244,-0.264597,-0.144529,0.0388489,-0.0608764,-0.130915,0.911631,0.332522,0.458501,0.654806,1.79035,1.92427,0.480596,1.18517,1.31344,2.05538,6.66915,-0.16223,-0.148086,-0.244522,-0.692322,-1.41069,-3.17211,-0.16527
661,41,Female,Muslim,Married,Yes,Bereaved,2,NA,,20260909002,-10.8789,-0.847585,-10.1943,-1.86893,-11.3661,-0.188347,-0.171214,0.0338773,-0.0722715,-0.253506,1.09756,0.504723,0.469613,0.872516,1.70608,1.94953,0.658678,1.27437,1.32321,2.01904,8.98896,-0.166195,-0.113773,-0.258024,-0.635087,-1.39486,-3.14119,-0.237029
662,52,Female,No religion,Married,No,None,4,NA,,20260909002,-9.31837,-0.771635,-8.79277,-1.7763,-9.99679,-0.254689,-0.124428,-0.0275083,-0.177665,-0.258806,0.800921,0.261299,0.455182,0.619764,1.47838,1.67885,0.399347,1.18379,1.28033,1.98341,7.57192,-0.1623,-0.13095,-0.259172,-0.671126,-1.42721,-3.15501,-0.174765
663,77,Male,Christian,Married,No,None,1,NA,,20260909002,-11.6685,-1.15849,-10.8355,-2.06426,-12.2008,-0.205389,-0.154652,0.0529155,0.0176322,-0.238455,1.1185,0.579758,0.485761,0.768749,1.95207,2.09972,0.813907,1.30501,1.39888,2.32036,9.46349,-0.15717,-0.0853259,-0.266359,-0.672617,-1.44519,-3.1563,-0.155406
664,64,Female,No religion,Divorced,No,None,2,NA,,20260909002,-7.07171,-0.770503,-6.45095,-1.806,-7.88054,-0.116121,0.0114198,0.0589583,0.0120284,-0.0286099,1.15179,0.516226,0.482599,0.589133,2.09273,1.79379,0.386003,1.27154,1.36563,2.09449,5.18118,-0.190001,-0.137284,-0.268113,-0.629627,-1.40089,-3.11622,-0.191514
665,43,Male,Christian,Married,No,Long COVID,1,NA,,20260909002,-11.1898,-1.00668,-10.4344,-1.90846,-11.7643,-0.0568627,-0.0493384,0.0872613,0.0807677,-0.151937,1.06334,0.587698,0.526776,0.8319,1.74223,1.78561,0.476875,1.23606,1.25953,1.97057,9.18842,-0.169777,-0.153366,-0.295342,-0.734927,-1.36982,-3.07842,-0.167347
666,18,Female,Hindu,Single,No,None,3,4,Conspiracy Ideation,20260909002,-10.6467,-0.765089,-10.1986,-1.93497,-11.435,-0.198001,-0.138323,0.0436549,0.0873124,-0.181331,0.733521,0.418939,0.483482,0.724246,1.71896,1.37644,0.272198,1.07755,1.07865,1.75762,8.96916,-0.137861,-0.0848477,-0.252984,-0.568863,-1.41218,-3.1416,-0.196288
667,45,Female,No religion,Divorced,Yes,None,2,NA,,20260909002,-9.49654,-0.996649,-8.9189,-2.22213,-10.2941,-0.104196,0.0393775,0.100032,0.181268,-0.0787662,0.945435,0.4631,0.436331,0.941851,1.99418,1.76046,0.398902,1.28446,1.43244,2.04474,7.53361,-0.190122,-0.0961204,-0.262613,-0.595121,-1.42287,-3.09351,-0.196333
668,78,Female,Christian,Widowed,No,Had COVID,1,NA,,20260909002,-10.188,-0.811556,-9.67253,-1.88104,-11.0097,-0.317181,-0.0649099,0.0119156,-0.0940898,-0.0188746,0.97701,0.448093,0.442739,0.788236,1.70177,1.6463,0.438324,1.1183,1.2195,1.99641,8.46636,-0.183101,-0.129905,-0.20452,-0.635158,-1.34234,-3.09501,-0.170569
669,83,Female,No religion,Widowed,No,Had COVID,1,NA,,20260909002,-11.787,-0.941196,-11.3075,-1.96484,-12.6228,-0.32468,-0.116391,-0.0314595,-0.0578215,-0.257384,0.933796,0.437547,0.504901,0.663266,2.01845,1.80721,0.47525,1.32245,1.43299,2.0595,9.98792,-0.147959,-0.0990454,-0.252951,-0.640193,-1.42059,-3.14886,-0.194857
670,30,Female,Christian,Single,Yes,None,4,NA,,20260909002,-8.43736,-0.711005,-7.93193,-1.71092,-9.0172,-0.16764,-0.10306,0.0751692,-0.0400499,-0.105401,1.05111,0.399203,0.52988,0.57064,1.63359,1.68955,0.366825,1.23389,1.1991,1.7257,6.65211,-0.136098,-0.0896537,-0.235941,-0.612569,-1.39646,-3.09735,-0.187856
671,63,Female,Christian,Widowed,No,None,4,NA,,20260909002,-10.0943,-0.947828,-9.43657,-1.97362,-10.8792,-0.313386,-0.0883306,0.0354196,0.0735316,-0.0139405,1.26769,0.691182,0.591614,0.986199,2.14979,1.99471,0.760697,1.28601,1.41393,2.25001,8.19678,-0.228524,-0.162264,-0.287386,-0.688526,-1.41331,-3.14857,-0.208816
672,62,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-11.2956,-0.757507,-10.8339,-1.86633,-12.0128,-0.392804,-0.230385,0.0205436,-0.0204593,-0.342832,1.104,0.583562,0.613062,0.923018,1.8421,1.80376,0.420909,1.22225,1.2852,1.94392,9.63194,-0.151345,-0.0955073,-0.227994,-0.691409,-1.34808,-3.06789,-0.19025
673,89,Female,Christian,Married,No,Had COVID,1,NA,,20260909002,-9.80928,-0.959803,-9.44881,-1.95362,-10.6788,-0.356222,-0.060757,0.0870624,-0.0944328,-0.0521976,1.08156,0.646941,0.675702,0.777736,1.93899,1.77143,0.604769,1.37581,1.45646,2.10354,8.02172,-0.153527,-0.156071,-0.286671,-0.695547,-1.39741,-3.10046,-0.174242
674,37,Male,Christian,Married,No,Had COVID,4,NA,,20260909002,-10.2513,-0.720989,-9.76412,-1.79768,-10.7878,-0.328265,-0.212979,-0.0588747,-0.0668614,-0.383839,1.16295,0.633458,0.637346,0.793149,1.79534,1.68608,0.46437,1.23188,1.11115,1.76441,8.62298,-0.16349,-0.122899,-0.205203,-0.598987,-1.36854,-3.06018,-0.231969
675,45,Female,Muslim,Married,No,None,2,NA,,20260909002,-8.39582,-0.937292,-7.81043,-1.90067,-9.11685,-0.16115,-0.165433,-0.0209721,-0.0219061,-0.26072,1.07822,0.723766,0.547298,0.86476,1.90689,1.72613,0.596837,1.25355,1.29169,1.98418,6.57228,-0.154379,-0.133757,-0.281828,-0.679984,-1.37542,-3.0918,-0.164726
676,60,Male,No religion,Married,No,Bereaved,1,NA,,20260909002,-9.73911,-0.856511,-9.19868,-1.90142,-10.4356,-0.321948,-0.200014,-0.0297858,0.0910301,-0.346734,1.06992,0.439467,0.505633,0.736964,1.82893,1.83218,0.639485,1.27969,1.2866,2.00762,7.94132,-0.20049,-0.133555,-0.221065,-0.6497,-1.41449,-3.11201,-0.190134
677,56,Male,Not answered,Single,No,Had COVID,3,NA,,20260909002,-9.60953,-0.790023,-9.07178,-1.91676,-10.3755,-0.301032,-0.0980311,-0.0145422,-0.0212273,-0.0710797,0.930064,0.338873,0.478681,0.732561,1.80073,1.5799,0.312697,1.21881,1.30134,1.88448,7.82298,-0.114723,-0.119284,-0.247966,-0.631624,-1.41775,-3.1701,-0.161103
678,39,Female,No religion,Married,No,None,4,NA,,20260909002,-9.74413,-0.978351,-8.98606,-2.01782,-10.2853,-0.0456545,0.0814498,0.104621,0.291908,-0.135788,1.02949,0.436079,0.524433,0.762107,1.73026,2.05708,0.598547,1.27943,1.32856,2.10148,7.7014,-0.192703,-0.176426,-0.300873,-0.71663,-1.44092,-3.16578,-0.18742
679,40,Female,No religion,Married,Yes,None,2,NA,,20260909002,-9.64136,-1.07308,-8.92035,-2.04794,-10.4231,-0.121775,-0.0577006,0.0879575,-0.0139395,-0.199343,1.38099,0.702371,0.620797,0.77488,2.09289,2.09152,0.785678,1.38523,1.42714,2.52709,7.53977,-0.112161,-0.0431407,-0.191871,-0.661981,-1.41352,-3.18748,-0.226515
680,37,Male,No religion,Married,No,None,2,1,Scientific Rationalism,20260909002,-8.49037,-0.586515,-7.95164,-1.65042,-9.18609,-0.370896,-0.146642,-0.016103,-0.0327113,-0.224401,0.76336,0.21215,0.229965,0.402786,1.48931,1.50035,0.19671,0.915979,0.93589,1.77071,6.90588,-0.178221,-0.101217,-0.315781,-0.678925,-1.38341,-3.1002,-0.200579
681,25,Male,Christian,Single,No,Had COVID,3,NA,,20260909002,-9.60395,-1.00088,-9.02741,-1.90261,-10.3783,-0.262204,-0.124647,0.0893614,-0.0977871,-0.260589,1.26075,0.683842,0.696992,0.710512,2.00644,1.90978,0.642728,1.33076,1.36023,2.18587,7.68706,-0.165539,-0.120969,-0.261128,-0.688611,-1.41311,-3.17863,-0.177534
682,55,Female,Muslim,Divorced,No,Had COVID,1,NA,,20260909002,-9.37236,-0.957445,-8.80867,-1.93686,-10.007,-0.220462,-0.060124,0.072299,-0.0877281,-0.156686,0.907662,0.435109,0.594005,0.690208,1.70394,1.95331,0.658769,1.37785,1.37973,2.16236,7.45533,-0.182243,-0.138436,-0.279839,-0.654287,-1.38571,-3.08005,-0.169121
683,40,Female,No religion,Married,No,None,1,NA,,20260909002,-10.4189,-0.673074,-10.027,-1.82008,-11.1525,-0.289298,-0.0903757,-0.0133408,0.00321002,-0.159361,0.849204,0.293193,0.438464,0.733973,1.68439,1.63992,0.333525,1.19887,1.19114,1.89493,8.78229,-0.172239,-0.108147,-0.281527,-0.66756,-1.42797,-3.1859,-0.180681
684,47,Female,Christian,Married,Yes,Had COVID,4,4,Conspiracy Ideation,20260909002,-9.43633,-0.641012,-9.03065,-1.76209,-10.0632,-0.306397,-0.244332,0.0386679,-0.0857727,-0.452357,0.930364,0.340577,0.45172,0.642579,1.63,1.48364,0.27375,1.18012,1.21042,1.75195,7.818,-0.163741,-0.132315,-0.257047,-0.66213,-1.39539,-3.18786,-0.177736
685,67,Male,Christian,Married,No,Bereaved,4,NA,,20260909002,-10.4088,-1.0946,-9.74445,-1.91756,-11.0481,-0.349772,-0.1847,-0.0848306,-0.0864253,-0.232189,1.34121,0.957981,0.795499,0.908933,2.18436,2.08922,0.801645,1.43939,1.53986,2.17191,8.41669,-0.190486,-0.125376,-0.314393,-0.694604,-1.4234,-3.0966,-0.217215
686,77,Male,Christian,Married,No,None,4,3,Communitarianism,20260909002,-8.96348,-1.04558,-8.29966,-1.89175,-9.56055,-0.077293,-0.0635141,0.196998,-0.00651457,-0.192627,1.36535,0.769064,0.623564,0.8076,2.01503,2.00012,0.694926,1.31831,1.46682,2.27357,6.90426,-0.160907,-0.180708,-0.264939,-0.713008,-1.36584,-3.10449,-0.143473
687,32,Male,Not answered,Single,No,Had COVID,1,NA,,20260909002,-10.7306,-0.728841,-10.1088,-1.80434,-11.4005,-0.334519,-0.161613,-0.0303631,0.0574647,-0.230151,1.0668,0.452261,0.628271,0.842144,1.715,1.83568,0.398874,1.24421,1.35404,2.00823,8.9322,-0.2444,-0.195317,-0.238763,-0.650254,-1.38974,-3.09565,-0.192733
688,35,Male,Christian,Married,Yes,Had COVID,1,NA,,20260909002,-9.24693,-0.526166,-8.74617,-1.70057,-9.81444,-0.267002,-0.223259,0.00275575,-0.10221,-0.296531,0.842564,0.270294,0.467488,0.439563,1.53812,1.45892,0.211433,1.10198,1.10118,1.72834,7.63635,-0.214466,-0.0896693,-0.275669,-0.69715,-1.42984,-3.17076,-0.174251
689,31,Female,Christian,Married,No,None,4,NA,,20260909002,-8.79454,-0.881243,-8.04966,-1.89644,-9.26746,-0.145913,-0.137711,0.147851,-0.0671697,-0.301616,1.10838,0.429923,0.550067,0.68539,1.85335,2.06333,0.500472,1.35284,1.28477,2.0492,6.67893,-0.164424,-0.135829,-0.253165,-0.689317,-1.4109,-3.19744,-0.176152
690,30,Male,No religion,Married,No,Had COVID,3,NA,,20260909002,-11.9238,-0.750589,-11.3735,-1.83938,-12.7205,-0.403857,-0.265408,-0.082899,-0.191583,-0.143553,0.937245,0.393359,0.592859,0.63888,1.60923,1.67081,0.46409,1.24621,1.30284,2.0135,10.2012,-0.193323,-0.106647,-0.276804,-0.675152,-1.36999,-3.08511,-0.209034
691,23,Female,Christian,Single,No,None,1,NA,,20260909002,-10.7046,-0.785384,-10.1529,-1.8487,-11.5247,-0.411265,-0.233394,-0.0061167,-0.14038,-0.178435,0.888644,0.400578,0.475046,0.656973,1.7522200000000001,1.61951,0.375669,1.1976,1.25492,1.86793,8.95549,-0.180404,-0.0991086,-0.247251,-0.679533,-1.4037,-3.14659,-0.18237
692,90,Female,Christian,Married,No,None,3,NA,,20260909002,-10.5366,-0.881839,-9.95902,-2.01369,-11.2421,-0.198776,-0.0294369,0.00921337,0.0429513,-0.0217768,0.973585,0.446393,0.577197,0.968702,1.65106,1.70239,0.416027,1.1909,1.32199,1.79737,8.72303,-0.155559,-0.130999,-0.268205,-0.677833,-1.37841,-3.12644,-0.174988
693,65,Female,Muslim,Widowed,No,None,4,NA,,20260909002,-10.48,-0.887846,-10.0378,-1.71344,-11.3449,-0.27479,-0.00874293,0.0567217,-0.100442,0.0176138,1.08567,0.602569,0.652741,0.705801,1.97235,2.00749,0.636485,1.38106,1.27324,2.14886,8.68969,-0.168598,-0.120669,-0.278211,-0.643168,-1.40649,-3.15567,-0.234584
694,42,Male,No religion,Married,Yes,Had COVID,1,NA,,20260909002,-9.84671,-0.997278,-9.20591,-2.07093,-10.4172,-0.181853,-0.0367405,0.116236,0.099155,-0.158104,1.17885,0.609506,0.593883,0.843957,1.84509,1.93339,0.548983,1.33889,1.38865,2.01912,7.82984,-0.168551,-0.123285,-0.305865,-0.654662,-1.39522,-3.12834,-0.200424
695,37,Male,No religion,Married,No,Had COVID,4,NA,,20260909002,-11.1557,-0.951986,-10.48,-1.94586,-11.6014,-0.313986,-0.15342,0.0983773,-0.00661611,-0.333377,1.19273,0.517508,0.473455,0.706345,1.72228,1.91694,0.675394,1.31117,1.45397,2.16711,9.17994,-0.175392,-0.116882,-0.2361,-0.671143,-1.39707,-3.10683,-0.181701
696,44,Female,No religion,Divorced,Yes,None,2,NA,,20260909002,-10.552,-0.881089,-9.97929,-1.78004,-11.2245,-0.022228,0.0382518,0.117259,0.131983,-0.155918,0.849286,0.391135,0.507701,0.610675,1.70451,1.61345,0.385038,1.16562,1.04037,1.89202,8.7365,-0.215892,-0.156589,-0.254082,-0.653999,-1.37352,-3.06923,-0.183918
697,29,Male,No religion,Single,No,Had COVID,4,NA,,20260909002,-11.2836,-0.933798,-10.5585,-2.09591,-11.924,-0.259957,-0.137033,0.0671598,0.0991179,-0.208046,1.27931,0.63018,0.737787,1.16521,1.93106,1.79815,0.349527,1.10025,1.19399,1.68459,9.27321,-0.201252,-0.169473,-0.277732,-0.697687,-1.38905,-3.1129,-0.180943
698,66,Male,No religion,Married,No,None,3,NA,,20260909002,-9.30572,-0.984468,-8.835,-2.01532,-10.2723,-0.249274,-0.00348026,0.106908,-0.00364264,0.0890641,1.11452,0.589503,0.596088,0.947533,1.94986,1.74702,0.470503,1.32949,1.43988,2.099,7.47148,-0.165,-0.128847,-0.236591,-0.640675,-1.38981,-3.09865,-0.19265
699,67,Male,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-11.9885,-1.00905,-11.3218,-2.12444,-12.4422,-0.119266,-0.00985285,0.035368,-0.00605315,-0.0842762,1.1237,0.544396,0.64837,0.931092,1.65569,2.0256,0.650919,1.35935,1.57193,2.08482,9.9157,-0.159309,-0.0941222,-0.298472,-0.671865,-1.45618,-3.23051,-0.197529
700,65,Male,Not answered,Married,No,Long COVID,3,NA,,20260909002,-10.8789,-0.847585,-10.1943,-1.86893,-11.3661,-0.188347,-0.171214,0.0338773,-0.0722715,-0.253506,1.09756,0.504723,0.469613,0.872516,1.70608,1.94953,0.658678,1.27437,1.32321,2.01904,8.98896,-0.166195,-0.113773,-0.258024,-0.635087,-1.39486,-3.14119,-0.237029
701,18,Male,Christian,Single,No,Bereaved,4,NA,,20260909002,-11.1624,-0.709909,-10.5407,-1.73211,-11.6807,-0.234623,-0.0395059,-0.0107475,-0.0285195,-0.0552361,0.754739,0.14684,0.344686,0.331307,1.38687,1.93775,0.414951,1.25623,1.30299,1.89561,9.40331,-0.193672,-0.202506,-0.281747,-0.678475,-1.41272,-3.1709,-0.198195
702,39,Male,No religion,Married,Yes,Long COVID,4,3,Communitarianism,20260909002,-9.57085,-1.02507,-8.86266,-1.82587,-10.2742,-0.193193,-0.0302892,-0.0296104,-0.175904,-0.0731484,1.49975,0.870739,0.697204,0.808109,2.24512,2.11404,0.732405,1.33951,1.42255,2.28147,7.54645,-0.166728,-0.1005,-0.254507,-0.64256,-1.38772,-3.05076,-0.157864
703,48,Male,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-9.74413,-0.978351,-8.98606,-2.01782,-10.2853,-0.0456545,0.0814498,0.104621,0.291908,-0.135788,1.02949,0.436079,0.524433,0.762107,1.73026,2.05708,0.598547,1.27943,1.32856,2.10148,7.7014,-0.192703,-0.176426,-0.300873,-0.71663,-1.44092,-3.16578,-0.18742
704,29,Male,Christian,Married,No,Bereaved,3,NA,,20260909002,-9.02952,-0.987798,-8.28445,-1.9811,-9.8085,-0.237692,-0.104882,0.0177131,0.0725703,-0.178655,1.36483,0.741022,0.641588,1.02465,2.10934,2.14175,0.821127,1.39008,1.55961,2.39974,6.99762,-0.172898,-0.137673,-0.256126,-0.677579,-1.38856,-3.1456,-0.224453
705,60,Female,No religion,Divorced,Yes,None,4,NA,,20260909002,-9.94889,-0.888496,-9.49149,-1.73359,-10.8247,-0.124725,0.0423777,0.0687151,0.0150098,-0.0674527,0.860536,0.432803,0.49458,0.608029,1.86227,1.59604,0.444469,1.22429,1.04479,1.97221,8.23073,-0.183948,-0.125916,-0.215217,-0.628057,-1.31349,-3.07809,-0.200888
706,51,Female,Christian,Married,No,Had COVID,4,NA,,20260909002,-11.5163,-0.865665,-11.002,-1.92673,-11.9827,-0.299452,-0.140347,0.0121824,0.026235,-0.310279,1.00407,0.571329,0.4677,0.722137,1.72257,1.79754,0.510502,1.28757,1.23664,1.82162,9.70052,-0.252947,-0.12601,-0.256851,-0.621931,-1.40115,-3.11539,-0.187211
707,26,Female,No religion,Married,No,Long COVID,4,NA,,20260909002,-10.7202,-0.751689,-10.0702,-1.75859,-11.3593,-0.320253,-0.19851,-0.0479399,-0.254745,-0.195995,0.889091,0.406044,0.442973,0.691311,1.73539,1.85543,0.541176,1.24058,1.54902,1.90221,9.00842,-0.199769,-0.14693,-0.276497,-0.744422,-1.38695,-3.14737,-0.212988
708,22,Male,No religion,Single,No,None,4,NA,,20260909002,-10.2558,-0.627174,-9.68214,-1.67222,-10.8806,-0.37811,-0.33289,-0.0820831,-0.179697,-0.517201,0.911036,0.265819,0.451908,0.721973,1.62833,1.48491,0.211704,1.07585,1.11236,1.78242,8.62122,-0.151605,-0.166831,-0.262797,-0.664717,-1.40231,-3.10276,-0.20457
709,77,Male,Not answered,Married,No,None,3,NA,,20260909002,-10.8907,-0.958862,-10.6023,-1.974,-11.8436,-0.446946,-0.197252,0.0215255,-0.040338,-0.207048,0.99252,0.621036,0.63206,0.846789,1.94482,1.51784,0.574484,1.29569,1.357,2.016,9.27603,-0.20234,-0.0962584,-0.240613,-0.64107,-1.32412,-3.03179,-0.202614
710,23,Female,Not answered,Single,No,Had COVID,3,NA,,20260909002,-9.41605,-0.84912,-8.74236,-1.77833,-10.1801,-0.23746,-0.153926,-0.0131953,-0.0374792,-0.176352,1.08467,0.637249,0.578327,0.63444,1.96435,1.9377,0.57916,1.26296,1.2163,2.28527,7.52336,-0.152892,-0.075437,-0.239302,-0.70655,-1.39787,-3.13243,-0.167417
711,40,Male,Christian,Single,Yes,Had COVID,4,NA,,20260909002,-9.54355,-0.717302,-8.78095,-1.65435,-10.0768,-0.431293,-0.294201,-0.206788,-0.316599,-0.479646,0.899241,0.342233,0.492846,0.626764,1.74071,1.89143,0.504945,1.11492,1.24824,2.17237,7.73762,-0.181143,-0.161294,-0.263066,-0.665862,-1.4352,-3.16948,-0.164715
712,58,Male,Christian,Married,No,None,1,NA,,20260909002,-8.57694,-0.606452,-8.23527,-1.65202,-9.23035,-0.261566,-0.0774692,0.00851624,-0.0223759,-0.147439,0.843154,0.30336,0.653483,0.64627,1.48128,1.45411,0.180672,1.26145,1.10993,1.64824,7.00986,-0.168429,-0.115272,-0.254581,-0.671424,-1.40162,-3.05618,-0.188939
713,63,Male,No religion,Married,No,Bereaved,1,NA,,20260909002,-9.66008,-0.667949,-9.04941,-1.9119,-10.2685,-0.211338,-0.119968,0.0718905,0.167495,-0.101729,0.996239,0.406112,0.291918,0.679073,1.58647,1.47669,0.251125,0.917828,1.1998,1.74562,7.98178,-0.189569,-0.118976,-0.264666,-0.634915,-1.40235,-3.13472,-0.215236
714,36,Female,Muslim,Divorced,Yes,Had COVID,1,NA,,20260909002,-9.74987,-0.921924,-9.15751,-1.70056,-10.4104,-0.335582,-0.227753,-0.0475675,-0.311982,-0.209737,1.02698,0.630187,0.507509,0.650489,1.75379,1.70778,0.536999,1.24099,1.15739,2.00124,7.88552,-0.173198,-0.124913,-0.238748,-0.637539,-1.44274,-3.09676,-0.178331
715,43,Male,Christian,Married,No,None,4,NA,,20260909002,-11.5901,-0.932352,-10.9595,-1.96823,-12.2718,0.0543617,0.0820088,0.194859,0.267097,0.0830355,1.0877,0.557048,0.581092,0.831231,1.93326,1.5876,0.337348,1.20873,1.15593,1.87255,9.64125,-0.162134,-0.118025,-0.296619,-0.661882,-1.40985,-3.1254,-0.19047
716,73,Male,No religion,Married,No,None,3,NA,,20260909002,-11.7721,-0.921522,-11.1663,-1.88239,-12.4106,-0.16905,-0.0590552,0.0467793,-0.0981845,-0.154121,0.92509,0.564173,0.484637,0.830459,1.75834,1.67721,0.453712,1.1745,1.15231,1.81828,9.97508,-0.212758,-0.138442,-0.303236,-0.714834,-1.39205,-3.15091,-0.176408
717,58,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-8.03571,-0.902645,-7.5377,-1.93181,-8.68087,-0.310624,-0.0177058,0.0729648,-0.0779162,-0.00668272,1.04747,0.563667,0.584694,0.863972,1.58114,1.71822,0.500921,1.25527,1.28362,1.90931,6.24665,-0.194464,-0.0890129,-0.281141,-0.638572,-1.38275,-3.12073,-0.176292
718,34,Female,Christian,Single,No,None,3,NA,,20260909002,-9.82679,-0.912481,-9.0475,-1.75117,-10.3698,-0.241214,-0.107276,-0.0360027,-0.153438,-0.413281,1.09666,0.55991899999999994,0.541314,0.684712,2.0739899999999998,1.86735,0.42451,1.14135,1.22645,2.12727,7.81709,-0.170004,-0.121939,-0.291183,-0.706769,-1.43711,-3.17961,-0.144394
719,50,Male,Muslim,Married,No,None,2,NA,,20260909002,-11.6825,-1.20705,-10.903,-2.1736,-12.4429,-0.135173,0.0338195,0.148237,0.148565,-0.120102,1.29973,0.831761,0.638096,0.95329,2.2827,2.01552,0.714809,1.24645,1.43186,2.3709,9.54335,-0.125252,-0.0624452,-0.289526,-0.619626,-1.41415,-3.17442,-0.166072
720,68,Male,Christian,Widowed,No,None,4,NA,,20260909002,-10.8656,-0.915236,-10.2139,-1.92683,-11.5089,-0.195356,-0.112667,0.0134607,-0.0762487,-0.136894,1.06209,0.464127,0.544538,0.795675,1.73571,1.84514,0.452667,1.30951,1.3966,1.9989,8.92058,-0.139243,-0.0802538,-0.223673,-0.665535,-1.4457,-3.14673,-0.207381
721,30,Male,Christian,Single,No,Had COVID,4,NA,,20260909002,-11.3396,-0.818553,-10.7402,-1.94287,-12.0851,-0.3709,-0.174639,-0.0941593,-0.0464961,-0.204318,1.04114,0.489946,0.527383,0.855929,1.78809,1.77785,0.549021,1.16804,1.45319,2.04182,9.61431,-0.162801,-0.135662,-0.215681,-0.672155,-1.35628,-3.03954,-0.219636
722,21,Female,No religion,Single,No,Had COVID,2,NA,,20260909002,-12.2924,-0.827643,-11.642,-1.94125,-12.9088,-0.107089,-0.0650907,0.0282498,0.0789226,-0.023316,0.892994,0.419755,0.608287,0.706971,1.67961,1.90335,0.594939,1.33278,1.38522,2.06842,10.3886,-0.196709,-0.145129,-0.231921,-0.632977,-1.37828,-3.13586,-0.18057
723,65,Female,No religion,Widowed,No,None,4,NA,,20260909002,-11.3043,-0.910101,-10.489,-1.97688,-12.0488,-0.381184,-0.28205,-0.0802811,-0.0844947,-0.190198,1.31068,0.662382,0.529146,0.778212,2.00165,2.00297,0.546869,1.19153,1.25146,2.1389,9.30049,-0.144914,-0.0924918,-0.254231,-0.66693,-1.38576,-3.11253,-0.164108
724,30,Male,Christian,Single,No,Had COVID,3,NA,,20260909002,-10.3735,-0.950358,-9.76021,-2.05576,-10.9177,-0.27432,-0.199204,0.0125507,-0.065394,-0.201936,1.11353,0.521615,0.582252,0.760644,1.65474,1.86833,0.589858,1.2492,1.4571,1.98682,8.43601,-0.165283,-0.0520503,-0.267253,-0.69622,-1.3719,-3.05274,-0.190528
725,22,Female,Muslim,Single,Yes,Had COVID,2,NA,,20260909002,-11.1334,-0.861542,-10.441,-1.91145,-11.6321,-0.103127,-0.100815,0.253558,0.0108171,-0.146406,0.970008,0.354946,0.375426,0.680432,1.6012,1.79435,0.445409,1.18739,1.14309,1.99258,9.18639,-0.187844,-0.0849641,-0.261079,-0.665419,-1.38506,-3.05738,-0.195365
726,77,Male,Christian,Married,Yes,None,1,NA,,20260909002,-9.26586,-0.80718,-8.84832,-1.71265,-10.2218,-0.29994,-0.105154,0.112685,-0.0131838,-0.111763,0.853634,0.343159,0.461687,0.513115,1.69465,1.73727,0.581203,1.3421400000000001,1.14883,2.15112,7.59518,-0.166161,-0.152877,-0.24637,-0.678161,-1.34729,-3.08713,-0.168742
727,27,Female,Christian,Single,No,Had COVID,4,NA,,20260909002,-11.0064,-0.910642,-10.3695,-1.79118,-11.7622,-0.35259,-0.194745,0.056233,0.0241737,-0.208083,1.02683,0.608166,0.488706,0.546286,1.85573,1.91661,0.61267,1.23397,1.27973,2.03248,9.22335,-0.18373,-0.133648,-0.291006,-0.709146,-1.40032,-3.12553,-0.142309
